REPORT_NUMBER,OPERATOR_ID,NAME,LOCAL_DATETIME,LOCATION_LATITUDE,LOCATION_LONGITUDE,NRC_RPT_NUM,NRC_RPT_DATETIME,COMMODITY_RELEASED_TYPE,COMMODITY_SUBTYPE,UNINTENTIONAL_RELEASE_BBLS,INTENTIONAL_RELEASE_BBLS,RECOVERED_BBLS,FATALITY_IND,INJURY_IND,ONSHORE_STATE_ABBREVIATION,ONSHORE_POSTAL_CODE,ONSHORE_CITY_NAME,ONSHORE_COUNTY_NAME,PIPE_FAC_NAME,ITEM_INVOLVED,INSTALLATION_YEAR,WILDLIFE_IMPACT_IND,SOIL_CONTAMINATION,LONG_TERM_ASSESSMENT,REMEDIATION_IND,WATER_CONTAM_IND,OCEAN_SEAWATER_IND,SURFACE_CONTAM_IND,GROUNDWATER_CONTAM_IND,DRINKING_WATER_CONTAM_IND,PRIVATE_WELL_CONTAM_IND,PUBLIC_WATER_CONTAM_IND,AMOUNT_RELEASED,REL_WATER_NAME,COMMODITY_REACHED_HCA,COMMERCIALLY_NAV_IND,HIGH_POP_IND,OTHER_POP_IND,USA_DRINKING_IND,USA_ECOLOGICAL_IND,PRPTY,CAUSE,CAUSE_DETAILS,PREPARER_EMAIL,AUTHORIZER_EMAIL,DOMAIN
20160073,39191,CONSOLIDATED EDISON CO OF NY,2/16/16 6:45,40.759869,-73.944998,1140624,2/16/16 18:14,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,"DIESEL, FUEL OIL, KEROSENE, JET FUEL",249,,249,NO,NO,NY,11101,LONG ISLAND CITY,QUEENS,FUEL OIL PIPELINE #2,PIPE,2002,NO,YES,YES,YES,NO,,,,,,,,,YES,,YES,,,,1091961,CORROSION FAILURE,EXTERNAL CORROSION,mchughp@coned.com,hugog@coned.com,coned.com
20160076,31045,"GENESIS PIPELINE USA, L.P.",2/15/16 14:27,31.870006,-89.678549,1140583,2/16/16 12:52,CRUDE OIL,,330,,300,NO,NO,MS,39111,MAGEE,SIMPSON,MARTINVILLE TO GWINVILLE JCT.,PIPE,1958,NO,YES,YES,YES,YES,,YES,,,,,275,"OKATOMA CREEK, MS",YES,,,,,YES,1830055,NATURAL FORCE DAMAGE,OTHER NATURAL FORCE DAMAGE,jorge.morice@genlp.com,john.jewett@genlp.com,genlp.com
20160077,18718,SUNOCO PIPELINE L.P.,2/14/16 9:00,32.07073,-96.47442,NRC NOTIFICATION NOT REQUIRED,,CRUDE OIL,,195,,175,NO,NO,TX,75110,CORSICANA,NAVARRO,CORSICANA STATION,PIPE,1953,NO,YES,NO,YES,NO,,,,,,,,,YES,,,YES,,,47020,CORROSION FAILURE,INTERNAL CORROSION,tgnardozzi@sunocologistics.com,tgnardozzi@sunocologistics.com,sunocologistics.com
20160078,39145,ENBRIDGE STORAGE (CUSHING) L.L.C.,2/14/16 8:05,35.94596,-96.76296,1140431,2/14/16 10:03,CRUDE OIL,,152,,152,NO,NO,OK,74023,CUSHING,PAYNE,CUSHING CENTRAL TERMINAL,TANK/VESSEL,2014,NO,YES,NO,NO,NO,,,,,,,,,NO,,,,,,187300,EQUIPMENT FAILURE,OTHER EQUIPMENT FAILURE,stacy.soine@enbridge.com,ron.carlberg@enbridge.com,enbridge.com
20160072,32450,"ROADRUNNER PIPELINE, L.L.C.",2/12/16 19:45,33.40752,-102.44847,1140367,2/12/16 20:20,CRUDE OIL,,34,,20,NO,NO,TX,79372,"NEAR SUNDOWN, TEXAS",HOCKLEY COUNTY,ROADRUNNER RECEIVING STATION,SUMP/SEPARATOR,2009,NO,YES,NO,YES,NO,,,,,,,,,NO,,,,,,11900,EQUIPMENT FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,keith.gerace@hollyenergy.com,keith.gerace@hollyenergy.com,hollyenergy.com
20160071,10012,NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.,2/12/16 13:29,41.11988,-91.647847,NRC NOTIFICATION NOT REQUIRED,,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,ANHYDROUS AMMONIA,0.29,0,0,NO,NO,IA,52654,Not Within a Municipality,HENRY,AMMONIA WEST LEG ,STOPPLE FITTING,1997,NO,YES,NO,NO,NO,,,,,,,,,NO,,,,,,4092,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,kent.perry@nustarenergy.com,bill.fogarty@nustarenergy.com,nustarenergy.com
20160070,39055,"JP ENERGY PERMIAN, LLC",2/12/16 8:00,30.942414,-101.357894,NRC NOTIFICATION NOT REQUIRED,,CRUDE OIL,,8,,8,NO,NO,TX,76930,Not Within a Municipality,CROCKETT,SILVER DOLLAR PIPELINE ,VALVE,,NO,YES,NO,YES,NO,,,,,,,,,NO,,,,,,7300,INCORRECT OPERATION,"TANK, VESSEL, OR SUMP/SEPARATOR ALLOWED OR CAUSED TO OVERFILL OR OVERFLOW",sfleming@jpep.com,rstuart@jpep.com,jpep.com
20160211,39264,"FRONTIER ENERGY SERVICES, L.L.C.",2/11/16 19:55,32.063649,-104.1339,NRC NOTIFICATION REQUIRED BUT NOT MADE,,CRUDE OIL,,100,,100,NO,NO,NM,88263,Not Within a Municipality,EDDY,HOLLY STATION,PUMP,2015,NO,YES,NO,YES,NO,,,,,,,,,NO,,,,,,188000,INCORRECT OPERATION,"VALVE LEFT OR PLACED IN WRONG POSITION, BUT NOT RESULTING IN A TANK, VESSEL, OR SUMP/SEPARATOR OVERFLOW OR FACILITY OVERPRESSURE",ggrau@frontierenergyllc.com,rshain@frontierenergyllc.com,frontierenergyllc.com
20160069,18718,SUNOCO PIPELINE L.P.,2/11/16 9:20,34.32184,-100.24492,1140271,2/11/16 13:08,CRUDE OIL,,20,,5,NO,NO,TX,79201,CHILDRESS,CHILDRESS,"TRUSCOTT TO CHILDRESS 10""",PIPE,1927,NO,YES,NO,YES,YES,,YES,,,,,5,UNNAMED TRIBUTARY TO SHORES CREEK.,NO,,,,,,368240,CORROSION FAILURE,EXTERNAL CORROSION,tgnardozzi@sunocologistics.com,tgnardozzi@sunocologistics.com,sunocologistics.com
20160064,31618,ENTERPRISE PRODUCTS OPERATING LLC,2/11/16 8:30,30.01372,-94.055864,1140294,2/11/16 17:16,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,GASOLINE (NON-ETHANOL),0.1,,0,NO,NO,TX,77705,BEAUMONT,JEFFERSON,BEAUMONT TERMINAL,"WELD, INCLUDING HEAT-AFFECTED ZONE",2001,NO,YES,NO,YES,NO,,,,,,,,,NO,,,,,,470821,MATERIAL FAILURE OF PIPE OR WELD,ORIGINAL MANUFACTURING-RELATED (NOT GIRTH WELD OR OTHER WELDS FORMED IN THE FIELD),mjpavlak@eprod.com,mjpavlak@eprod.com,eprod.com
20160063,31618,ENTERPRISE PRODUCTS OPERATING LLC,2/10/16 13:25,39.484724,-84.222653,1140241,2/11/16 7:50,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,GASOLINE (NON-ETHANOL),69,,69,NO,NO,OH,45036,LEBANON,WARREN,LEBANON TERMINAL,FLANGE,1990,NO,YES,NO,YES,NO,,,,,,,,,NO,,,,,,97752,INCORRECT OPERATION,PIPELINE OR EQUIPMENT OVERPRESSURED,mjpavlak@eprod.com,mjpavlak@eprod.com,eprod.com
20160068,2552,COLONIAL PIPELINE CO,2/10/16 8:15,38.55560816,-77.70980577,NRC NOTIFICATION NOT REQUIRED,,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE),1.5,,1.5,NO,NO,VA,22728,MIDLAND,FAUQUIER,REMINGTON STATION,AUXILIARY PIPING (E.G. DRAIN LINES),1962,NO,YES,NO,NO,NO,,,,,,,,,NO,,,,,,1150,EQUIPMENT FAILURE,THREADED CONNECTION/COUPLING FAILURE,ansmith@colpipe.com,dlohoff@colpipe.com,colpipe.com
20160048,31618,ENTERPRISE PRODUCTS OPERATING LLC,2/8/16 19:40,30.008867,-94.054261,NRC NOTIFICATION NOT REQUIRED,,CRUDE OIL,,1,,1,NO,NO,TX,77705,BEAUMONT,JEFFERSON,BEAUMONT CRUDE TERMINAL,FLANGE,2015,NO,NO,NO,YES,NO,,,,,,,,,NO,,,,,,9530,INCORRECT OPERATION,EQUIPMENT NOT INSTALLED PROPERLY,mjpavlak@eprod.com,mjpavlak@eprod.com,eprod.com
20160053,30834,TIDELANDS OIL PRODUCTION COMPANY,2/8/16 14:00,33.764961,-118.209047,NRC NOTIFICATION NOT REQUIRED,,CRUDE OIL,,0.5,0,0.5,NO,NO,CA,90802,LONG BEACH,LOS ANGELES,XY TO ZWP OIL SHIPPING LINE,AUXILIARY PIPING (E.G. DRAIN LINES),2013,NO,YES,NO,YES,NO,,,,,,,,,YES,,YES,,,,4015,CORROSION FAILURE,INTERNAL CORROSION,michael.williams@crc.com,charlie.plant@crc.com,crc.com
20160091,32537,WYOMING PIPELINE COMPANY,2/7/16 8:45,43.825646,-104.32478,NRC NOTIFICATION REQUIRED BUT NOT MADE,,CRUDE OIL,,80,,80,NO,NO,WY,82701,Not Within a Municipality,WESTON,WYOMING PIPELINE COMPANY,"WELD, INCLUDING HEAT-AFFECTED ZONE",2016,NO,YES,YES,YES,NO,,,,,,,,,NO,,,,,,66414,MATERIAL FAILURE OF PIPE OR WELD,"CONSTRUCTION-, INSTALLATION-, OR FABRICATION-RELATED",mellman@parpacific.com,mellman@parpacific.coom,parpacific.com
20160066,300,"PLAINS PIPELINE, L.P.",2/7/16 8:15,31.136868,-102.192539,NRC NOTIFICATION NOT REQUIRED,,CRUDE OIL,,300,,300,NO,NO,TX,88252,GOLDSMITH,ECTOR,GOLDSMITH STATION,VALVE,2014,NO,YES,NO,NO,NO,,,,,,,,,NO,,,,,,43080,CORROSION FAILURE,INTERNAL CORROSION,crcarter@paalp.com,tjmclane@paalp.com,paalp.com
20160052,12470,MID - VALLEY PIPELINE CO,2/3/16 18:00,40.70498,-84.12751,NRC NOTIFICATION NOT REQUIRED,,CRUDE OIL,,1.2,,1.2,NO,NO,OH,45804,LIMA,ALLEN,LIMA TERMINAL,VALVE,1976,NO,YES,NO,YES,NO,,,,,,,,,YES,,YES,,,,15000,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,tgnardozzi@sunocologistics.com,tgnardozzi@sunocologistics.com,sunocologistics.com
20160062,18718,SUNOCO PIPELINE L.P.,2/3/16 8:15,32.07056,-96.4742,NRC NOTIFICATION NOT REQUIRED,,CRUDE OIL,,4,,0.5,NO,NO,TX,75110,CORSICANA,NAVARRO,CORSICANA STATION,PIPE,1953,NO,YES,NO,YES,NO,,,,,,,,,YES,,,YES,,,42451,CORROSION FAILURE,INTERNAL CORROSION,tgnardozzi@sunocologistics.com,tgnardozzi@sunocologistics.com,sunocologistics.com
20160060,11169,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",2/1/16 11:57,46.68329,-92.05718,NRC NOTIFICATION NOT REQUIRED,,CRUDE OIL,,104,,104,NO,NO,WI,54880,SUPERIOR,DOUGLAS,SUPERIOR TERMINAL,PIPE,1972,NO,YES,NO,NO,NO,,,,,,,,,YES,,YES,YES,YES,,22764,OTHER INCIDENT CAUSE,MISCELLANEOUS,stacy.soine@enbridge.com,ron.carlberg@enbridge.com,enbridge.com
20160029,39090,"NUTAAQ PIPELINE, LLC",1/31/16 13:05,70.179383,-147.643778,NRC NOTIFICATION NOT REQUIRED,,CRUDE OIL,,0.01,,0.01,NO,NO,AK,99734,Not Within a Municipality,NORTH SLOPE BOROUGH,NUTAAQ - BADAMI SALES PIPELINE,OTHER,1998,NO,NO,NO,NO,NO,,,,,,,,,YES,,,,,YES,1802,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,brian.webb@cookinlet.net,brian.webb@cookinlet.net,cookinlet.net
20160061,2552,COLONIAL PIPELINE CO,1/30/16 8:35,33.28139,-86.75917,1139443,2/1/16 9:38,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,"DIESEL, FUEL OIL, KEROSENE, JET FUEL",3.02,,2.9,NO,NO,AL,35124,PELHAM,SHELBY,"LINE 02, LOC 0402",PIPE,1971,NO,YES,NO,NO,YES,,YES,YES,,,,0.12,PEAVINE CREEK,YES,,,,,YES,725300,MATERIAL FAILURE OF PIPE OR WELD,"CONSTRUCTION-, INSTALLATION-, OR FABRICATION-RELATED",dlangley@colpipe.com,dlangley@colpipe.com,colpipe.com
20160051,31189,BP PIPELINE (NORTH AMERICA) INC.,1/29/16 14:40,41.5543361,-87.8866028,NRC NOTIFICATION REQUIRED BUT NOT MADE,,CRUDE OIL,,0.59,,0.59,NO,NO,IL,60448,MOKENA,WILL,MOKENA STATION,AUXILIARY PIPING (E.G. DRAIN LINES),1972,NO,YES,NO,YES,NO,,,,,,,,,YES,,YES,,,,75015,CORROSION FAILURE,INTERNAL CORROSION,john.newhouse@bp.com,michael.sanders@bp.com,bp.com
20160049,15674,PLANTATION PIPE LINE CO,1/29/16 10:20,30.54775,-91.169104,NRC NOTIFICATION NOT REQUIRED,,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,"DIESEL, FUEL OIL, KEROSENE, JET FUEL",1.02,,1.02,NO,NO,LA,70807,BATON ROUGE,EAST BATON ROUGE,BATON ROUGE TANK FARM,AUXILIARY PIPING (E.G. DRAIN LINES),2012,NO,YES,NO,YES,NO,,,,,,,,,YES,,YES,,,,9490,EQUIPMENT FAILURE,OTHER EQUIPMENT FAILURE,quintin_frazier@kindermorgan.com,quintin_frazier@kindermorgan.com,kindermorgan.com
20160058,300,"PLAINS PIPELINE, L.P.",1/29/16 10:00,42.12294,-104.30346,NRC NOTIFICATION NOT REQUIRED,,CRUDE OIL,,0.36,,0.36,NO,NO,WY,82212,FORT LARAMIE,GOSHEN,FT LARAMIE,PIPE,1944,NO,YES,NO,NO,NO,,,,,,,,,NO,,,,,,2050,CORROSION FAILURE,EXTERNAL CORROSION,crcarter@paalp.com,tjmclane@paalp.com,paalp.com
20160038,39080,GLASS MOUNTAIN PIPELINE,1/28/16 21:00,36.27374,-99.19176,NRC NOTIFICATION NOT REQUIRED,,CRUDE OIL,,20,,20,NO,NO,OK,73853,MUTUAL,WOODWARD,TROJAN INJECTION STATION,PUMP,2016,NO,YES,NO,NO,NO,,,,,,,,,NO,,,,,,30600,OTHER INCIDENT CAUSE,MISCELLANEOUS,enasalroad@semgroupcorp.com,tanderson@semgroupcorp.com,semgroupcorp.com
20160047,31618,ENTERPRISE PRODUCTS OPERATING LLC,1/28/16 8:00,30.010784,-94.058079,NRC NOTIFICATION NOT REQUIRED,,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,"DIESEL, FUEL OIL, KEROSENE, JET FUEL",0.1,,0.1,NO,NO,TX,77705,BEAUMONT,JEFFERSON,BEAUMONT TERMINAL,FLANGE,1944,NO,YES,NO,NO,NO,,,,,,,,,NO,,,,,,15006,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,mjpavlak@eprod.com,mjpavlak@eprod.com,eprod.com
20160059,31570,TESORO HIGH PLAINS PIPELINE COMPANY LLC,1/27/16 14:04,47.80327,-102.8791,NRC NOTIFICATION NOT REQUIRED,,CRUDE OIL,,22.1,,22.1,NO,NO,ND,58847,Not Within a Municipality,MCKENZIE,TESORO HIGH PLAINS PIPELINE,VALVE,2014,NO,NO,NO,NO,NO,,,,,,,,,NO,,,,,,15000,EQUIPMENT FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,alonso.rodriguez@tsocorp.com,aaron.w.martinez@tsocorp.com,tsocorp.com
20160050,2552,COLONIAL PIPELINE CO,1/27/16 14:00,36.06684,-79.93512,1139142,1/28/16 8:56,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,"DIESEL, FUEL OIL, KEROSENE, JET FUEL",9.3,,9.3,NO,NO,NC,27409,GREENSBORO,GUILFORD,GREENSBORO JUNCTION,PUMP,2014,NO,YES,NO,NO,YES,,YES,,,,,0.12,FACILITY DRAINAGE POND,YES,,YES,,,,50700,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,ansmith@colpipe.com,jbernhardt@colpipe.com,colpipe.com
20160057,31045,"GENESIS PIPELINE USA, L.P.",1/26/16 10:45,30.958681,-87.179142,1139006,1/26/16 13:58,CRUDE OIL,,11,,11,NO,NO,FL,32565,JAY,SANTA ROSA,JAY STATION,TANK/VESSEL,2003,NO,YES,NO,YES,YES,,YES,,,,,1,UNKNOWN.,YES,,,,,YES,177352,EQUIPMENT FAILURE,OTHER EQUIPMENT FAILURE,jorge.morice@genlp.com,john.jewett@genlp.com,genlp.com
20160037,31618,ENTERPRISE PRODUCTS OPERATING LLC,1/26/16 8:35,39.025364,-85.850245,1138995,1/26/16 12:37,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE),533,,480,NO,NO,IN,47274,SEYMOUR,JACKSON,SEYMOUR TERMINAL,VALVE,1950,NO,YES,YES,YES,NO,,,,,,,,,NO,,,,,,149322,EQUIPMENT FAILURE,"FAILURE OF EQUIPMENT BODY (EXCEPT PUMP), TANK PLATE, OR OTHER MATERIAL",mjpavlak@eprod.com,mjpavlak@eprod.com,eprod.com
20160054,31684,PHILLIPS 66 PIPELINE LLC,1/26/16 8:00,35.719298,-101.353026,NRC NOTIFICATION NOT REQUIRED,,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,GASOLINE (NON-ETHANOL),2.8,,2.8,NO,NO,TX,79007,BORGER,HUTCHINSON,AM-10 / BORGER PRODUCTS TERMINAL,VALVE,,NO,YES,NO,NO,NO,,,,,,,,,NO,,,,,,5290,INCORRECT OPERATION,OTHER INCORRECT OPERATION,cully.r.farhar@p66.com,todd.l.tullio@p66.com,p66.com
20160098,11551,"DELEK LOGISTICS OPERATING, LLC.",1/23/16 10:00,30.6337,-94.21708,NRC NOTIFICATION NOT REQUIRED,,CRUDE OIL,,180,,160,NO,NO,TX,77660,Not Within a Municipality,TYLER,"PALINE PIPELINE COMPANY 10"" MAIN",PIPE,1930,NO,YES,YES,YES,NO,,,,,,,,,NO,,,,,,736418,CORROSION FAILURE,EXTERNAL CORROSION,glenn.green@lionoil.com,john.warren@lionoil.com,lionoil.com
20160039,31618,ENTERPRISE PRODUCTS OPERATING LLC,1/23/16 7:10,30.008867,-94.054261,NRC NOTIFICATION NOT REQUIRED,,CRUDE OIL,,1,,1,NO,NO,TX,77705,BEAUMONT,JEFFERSON,BEAUMONT CRUDE TERMINAL,FLANGE,2015,NO,YES,NO,NO,NO,,,,,,,,,NO,,,,,,25025,OTHER OUTSIDE FORCE DAMAGE,OTHER OUTSIDE FORCE DAMAGE,mjpavlak@eprod.com,mjpavlak@eprod.com,eprod.com
20160040,2552,COLONIAL PIPELINE CO,1/22/16 17:30,33.28207,-86.803177,NRC NOTIFICATION NOT REQUIRED,,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,"DIESEL, FUEL OIL, KEROSENE, JET FUEL",2.67,,2.67,NO,NO,AL,35124,PELHAM,SHELBY,PELHAM JUNCTION,TUBING,1972,NO,YES,NO,NO,NO,,,,,,,,,YES,,YES,,,YES,24300,CORROSION FAILURE,EXTERNAL CORROSION,ansmith@colpipe.com,dlohoff@colpipe.com,colpipe.com
20160045,32109,"ONEOK NGL PIPELINE, LLC",1/22/16 16:30,32.43201,-100.43991,1138821,1/24/16 13:49,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,LPG (LIQUEFIED PETROLEUM GAS)  /  NGL (NATURAL GAS LIQUID),0.02,0,0,NO,NO,TX,79545,Not Within a Municipality,NOLAN,"ONEOK #1- 10"" LAKE COLORADO CITY TO CR 349 ",PIPE,1945,NO,NO,NO,NO,NO,,,,,,,,,NO,,,,,,75353,CORROSION FAILURE,EXTERNAL CORROSION,neal.jones@oneok.com,neal.jones@oneok.com,oneok.com
20160219,26041,"KINDER MORGAN LIQUID TERMINALS, LLC",1/22/16 15:00,29.72536,-95.20334,1141885,3/3/16 9:42,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,"DIESEL, FUEL OIL, KEROSENE, JET FUEL",485,,484,NO,NO,TX,77506-0351,PASADENA,HARRIS,PASADENA,PIPE,1950,NO,YES,YES,YES,NO,,,,,,,,,YES,YES,YES,YES,YES,,1095819,CORROSION FAILURE,INTERNAL CORROSION,danielle_stephens@kindermorgan.com,danielle_stephens@kindermorgan.com,kindermorgan.com
20160046,22430,WEST SHORE PIPELINE CO,1/22/16 9:00,42.024238,-87.950772,NRC NOTIFICATION NOT REQUIRED,,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,"DIESEL, FUEL OIL, KEROSENE, JET FUEL",1,,1,NO,NO,IL,60005,ARLINGTON HEIGHTS,COOK,DES PLAINES,PUMP,,NO,YES,NO,NO,NO,,,,,,,,,YES,,YES,,,,22600,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,mellman@buckeye.com,cpankowski@buckeye.com,buckeye.com
20160043,31618,ENTERPRISE PRODUCTS OPERATING LLC,1/21/16 15:34,34.217554,-102.031489,NRC NOTIFICATION NOT REQUIRED,,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,LPG (LIQUEFIED PETROLEUM GAS)  /  NGL (NATURAL GAS LIQUID),1,3,0,NO,NO,TX,79072,HALFWAY,HALE ,OLTON STATION,TUBING,2015,NO,NO,NO,NO,NO,,,,,,,,,NO,,,,,,200,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,rlow@eprod.com,rlow@eprod.com,eprod.com
20160033,9175,JAYHAWK PIPELINE LLC,1/20/16 8:05,38.623253,-98.533735,1138505,1/20/16 10:35,CRUDE OIL,,1.6,,0.75,NO,NO,KS,67525,Not Within a Municipality,BARTON,FREES STATION,PUMP,,NO,YES,NO,YES,NO,,,,,,,,,NO,,,,,,11606,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,jim.wilson@chsinc.com,jim.wilson@chsinc.com,chsinc.com
20160044,18718,SUNOCO PIPELINE L.P.,1/20/16 7:25,39.8653,-75.1379,NRC NOTIFICATION NOT REQUIRED,,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,"DIESEL, FUEL OIL, KEROSENE, JET FUEL",1.4,,1.4,NO,NO,NJ,8093,WESTVILLE,GLOUCESTER,EAGLE POINT TANK FARM,VALVE,1958,NO,YES,NO,YES,NO,,,,,,,,,YES,,YES,,,,13616,NATURAL FORCE DAMAGE,TEMPERATURE,tgnardozzi@sunocologistics.com,tgnardozzi@sunocologistics.com,sunocologistics.com
20160042,31570,TESORO HIGH PLAINS PIPELINE COMPANY LLC,1/19/16 15:35,47.86055,-103.9325,1138476,1/19/16 21:33,CRUDE OIL,,1,,1,NO,NO,ND,58838,Not Within a Municipality,MCKENZIE,TESORO HIGH PLAINS PIPELINE,AUXILIARY PIPING (E.G. DRAIN LINES),2014,NO,YES,NO,NO,NO,,,,,,,,,YES,,,,,YES,7530,EQUIPMENT FAILURE,THREADED CONNECTION/COUPLING FAILURE,alonso.rodriguez@tsocorp.com,aaron.w.martinez@tsocorp.com,tsocorp.com
20160041,26134,EXXONMOBIL OIL CORP - WEST COAST,1/18/16 10:15,35.225037,-119.55979,NRC NOTIFICATION NOT REQUIRED,,CRUDE OIL,,0.48,,0.48,NO,NO,CA,93268,Not Within a Municipality,KERN,MIDWAY STATION,VALVE,,NO,NO,NO,NO,NO,,,,,,,,,NO,,,,,,500,EQUIPMENT FAILURE,THREADED CONNECTION/COUPLING FAILURE,kirwin.l.yates@exxonmobil.com,marie-christin.bouchard@esso.ca    ,exxonmobil.com
20160055,39149,IMTT-BAYONNE,1/17/16 14:05,40.661111,-74.110595,1138339,1/18/16 13:50,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,"DIESEL, FUEL OIL, KEROSENE, JET FUEL",519,,200,NO,NO,NJ,7002,BAYONNE,HUDSON,IMTT-BAYONNE,TANK/VESSEL,1920,NO,YES,NO,YES,NO,,,,,,,,,NO,,,,,,77902,CORROSION FAILURE,INTERNAL CORROSION,stephenlarsen@imtt.com,stephenlarsen@imtt.com,imtt.com
20160032,32011,"HOLLY ENERGY PARTNERS - OPERATING, L.P.",1/15/16 19:00,34.998458,-106.023817,1138193,1/15/16 20:54,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,GASOLINE (NON-ETHANOL),0.24,,0,NO,NO,NM,87035,MORIARTY,TORRANCE,MORIARTY TERMINAL,OTHER,2014,NO,YES,YES,YES,NO,,,,,,,,,YES,,,YES,,,114050,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,keith.gerace@hollyenergy.com,keith.gerace@hollyenergy.com,hollyenergy.com
20160024,30826,WILLIAMS FIELD SERVICES,1/15/16 17:30,41.6514111,-107.8231666,NRC NOTIFICATION NOT REQUIRED,,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,LPG (LIQUEFIED PETROLEUM GAS)  /  NGL (NATURAL GAS LIQUID),1.1,0,0,NO,NO,WY,82336,Not Within a Municipality,CARBON COUNTY,OVERLAND PASS PIPELINE,TUBING,2007,NO,NO,NO,NO,NO,,,,,,,,,NO,,,,,,1200,NATURAL FORCE DAMAGE,TEMPERATURE,chris.mason@williams.com,jared.ellsworth@williams.com,williams.com
20160031,31618,ENTERPRISE PRODUCTS OPERATING LLC,1/15/16 4:30,37.058121,-95.634147,1138142,1/15/16 12:05,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,OTHER HVL,169,238,20,NO,NO,KS,67337,COFFEYVILLE,MONTGOMERY,BURDEN JUNCTION TO COFFEYVILLE,PIPE,1985,NO,YES,NO,NO,NO,,,,,,,,,YES,,,YES,YES,YES,562819,MATERIAL FAILURE OF PIPE OR WELD,ENVIRONMENTAL CRACKING-RELATED,rlow@eprod.com,rlow@eprod.com,eprod.com
20160036,31580,"MAGELLAN TERMINALS HOLDINGS, LP",1/13/16 13:10,35.94498,-96.74822,NRC NOTIFICATION NOT REQUIRED,,CRUDE OIL,,1,,1,NO,NO,OK,74023,Not Within a Municipality,PAYNE,CENTRAL CUSHING TERMINAL,PIPE,1976,NO,NO,NO,NO,NO,,,,,,,,,NO,,,,,,20511,CORROSION FAILURE,INTERNAL CORROSION,ken.lybarger@magellanlp.com,ken.lybarger@magellanlp.com,magellanlp.com
